"gene","avg_log2FC","p_val","p_val_adj","pct_roi","pct_rest","sample","roi","reference","test","expression_assay","logfc_cutoff","fdr_cutoff","min_pct","n_spots_roi","n_spots_rest","passes_selected_filters","complete_gene_table","analysis_format_version","n_genes_tested"
"MOCS1",-1.623,0.00111172332275653,0.010596809012723,0.034,0.339,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NBPF12",-1.6199,0.00580394124269065,0.0334862453395812,0,0.211,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MCUR1",-1.619,0.000156280106630313,0.00244123521789978,0.034,0.41,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SESTD1",-1.6189,0.00945471611298068,0.0469638617824079,0,0.191,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PTTG1",-1.6169,0.0101257451161296,0.0494060831633622,0,0.188,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC15A1",-1.6163,0.000131586603958533,0.0021220113975809,0.069,0.469,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ITFG1",-1.6148,0.000319582236192954,0.00424959966653978,0.069,0.437,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"S100A4",1.6132,0.000302224447030341,0.00408139491950909,0.69,0.607,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GSDME",-1.6078,0.0101257450711383,0.0494060831633622,0,0.188,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FUCA1",-1.6067,9.75304358519695e-06,0.000253918791449431,0.103,0.614,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"VNN1",-1.6052,1.11167641682493e-05,0.000283085289014349,0.138,0.618,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SEPT9",1.6025,0.00681672604475528,0.0376882486975218,0.586,0.58,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CAVIN1",1.5988,7.29104897769711e-06,0.000203488316268208,0.724,0.523,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SCAMP1",-1.5932,0.00978481771659484,0.0480041780478364,0,0.19,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PRKAB1",-1.5929,0.000735683336668047,0.00806247309064689,0.034,0.354,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ABCC6",-1.5924,5.34207186093817e-07,2.09401213844865e-05,0.276,0.804,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MRC2",1.5924,0.0015519612377349,0.0134639390535433,0.517,0.36,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EIF2B4",-1.5912,0.000432100861457805,0.00539662006684653,0.069,0.436,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DNAJC19",-1.5894,8.62335895503389e-06,0.000228486265375658,0.069,0.564,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PPP3CB",-1.5888,0.00120450421114118,0.0111363437047735,0.034,0.336,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NUBP1",-1.5883,0.00691116570771034,0.0378910544943318,0.034,0.26,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NT5E",-1.5882,9.68023932370901e-05,0.00169367663732291,0.069,0.482,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FAM96A",-1.5862,2.72179897158404e-06,8.73814356950878e-05,0.345,0.789,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NUMA1",1.5831,0.000315338126297058,0.00420424054754778,0.655,0.669,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ANG",-1.5829,4.75964247622035e-11,6.0754830940301e-09,0.517,0.956,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC29A1",-1.5824,3.99545651679523e-05,0.000831340912619858,0.103,0.57,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DNAJB9",-1.5814,1.30745779527649e-06,4.53107724680919e-05,0.138,0.685,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CSTF3",-1.5807,0.00105049011361529,0.0101424626652192,0.034,0.341,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC17A5",-1.5773,0.000996959060127973,0.00977898174629744,0.069,0.392,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC39A11",-1.5759,0.00479527615137306,0.0292126660071423,0.034,0.276,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"BAALC",-1.5746,0.000287104408099929,0.0039227607508797,0.034,0.39,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HES4",1.5724,0.000301522670771975,0.00407740865838908,0.586,0.393,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PKD1",1.5718,0.00171237148252529,0.0143718363561424,0.552,0.43,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CDKN2AIPNL",-1.5702,0.00467933208954708,0.0287487138539983,0.034,0.277,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"INF2",1.5696,0.000542135041702107,0.00642580446937062,0.655,0.639,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AOX1",-1.5681,4.69666260253518e-10,4.20130519642164e-08,0.517,0.917,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ALAD",-1.5654,7.41544836058409e-06,0.000204237059320719,0.207,0.715,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NMRK1",-1.5648,3.01768139628314e-05,0.000658902748915675,0.069,0.517,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PON1",-1.563,1.57611947649476e-09,1.25921117870184e-07,0.517,0.926,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CIRBP",1.5622,1.14580862985408e-10,1.27574820426093e-08,0.931,0.903,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IRX3",-1.5617,0.00656583881450671,0.0366887715070087,0,0.206,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ID3",1.5617,3.19026641587211e-06,9.79159187933066e-05,0.828,0.784,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DCN",1.5594,6.18485096392668e-12,1.09712966421113e-09,0.966,0.968,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UFD1",-1.5592,1.41969032576158e-05,0.000349611269398133,0.103,0.584,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NABP2",-1.5581,0.00764406736752226,0.040405459125499,0.034,0.256,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"C12orf57",1.5545,1.13021936578069e-07,5.47633142697256e-06,0.966,0.921,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CHCHD3",-1.5525,0.0008841256358829,0.00908769002972885,0.034,0.349,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COL16A1",1.5499,0.00163501075726278,0.0139348718123064,0.483,0.293,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PPARGC1A",-1.5476,0.00150800950879102,0.0132184485083809,0.034,0.327,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CENPW",-1.5455,0.00802485475878005,0.0419361781569952,0,0.198,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLCO4C1",-1.5454,0.00823620792909117,0.0426522277020624,0,0.197,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PEX10",-1.5446,0.00357963867536412,0.0239696086860914,0.034,0.292,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CYP4F2",-1.5445,4.56551329177664e-06,0.00013536164904174,0.172,0.69,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PRKAB2",-1.5435,3.35305171584172e-05,0.000720596288665286,0.069,0.522,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MARCH2",-1.5415,0.000492015289819783,0.00597381905249866,0.069,0.415,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UAP1",-1.5407,4.1512640638805e-05,0.000854201995363561,0.138,0.606,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM56",-1.5396,2.78568770839693e-06,8.88872181587873e-05,0.138,0.679,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COX7A2L",-1.5383,6.01216768186241e-07,2.30488450396967e-05,0.069,0.635,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PLAC9",1.5358,0.000720922375195883,0.00795343822694193,0.655,0.563,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MMAB",-1.5358,1.69512408405442e-06,5.70455584042237e-05,0.172,0.746,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NOL10",-1.5343,0.00961843424409152,0.0473947894532306,0,0.19,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TIMM9",-1.5293,0.00056593101630453,0.0066550944007227,0.034,0.366,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GSTA2",-1.5282,7.44638213219003e-05,0.00136966318797014,0.31,0.771,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EI24",1.5274,0.0040030093924613,0.0258295291624538,0.31,0.74,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PCCA",-1.5269,0.000290261037945191,0.00396071971725472,0.069,0.45,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HLA-DRA",1.5256,1.03024429360881e-11,1.73911883498545e-09,1,0.97,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MFGE8",1.5254,0.00264082674481184,0.0192337457976345,0.586,0.49,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CDH12",-1.5253,0.0071665380250779,0.0388023729800648,0,0.203,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PDCD4",1.5244,0.00689268514496436,0.037862149244617,0.552,0.493,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HAT1",-1.522,0.00124902958016437,0.0114168939615723,0.034,0.335,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ZBTB20",1.5208,0.00411378650915298,0.0263560813931044,0.483,0.342,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EMC2",-1.5207,0.0012044142290565,0.0111363437047735,0.069,0.387,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TFAM",-1.5172,0.00762686641446758,0.0403553002496551,0.034,0.257,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TTC38",-1.5155,2.35865055922053e-06,7.68967127565649e-05,0.241,0.794,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SPINK1",-1.5151,0.00024469979094271,0.00344889543774944,0.966,0.995,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM63A",1.5143,0.00471189063814465,0.028855849864729,0.586,0.552,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FLNA",1.5075,3.8899314698676e-11,5.21949009790183e-09,0.966,0.898,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CFHR1",-1.5067,4.89466858379191e-12,9.08248749406617e-10,0.931,0.98,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SC5D",-1.5057,8.54588602276118e-06,0.00022745961683557,0.172,0.716,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FAM160B2",1.5042,0.00418574835800473,0.0266530979324659,0.517,0.412,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LINC01595",-1.5036,0.00668205635646866,0.0371398841353165,0,0.206,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IL1RN",-1.5034,0.000390598681198323,0.00496117208424958,0.069,0.433,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GORAB",-1.4986,0.0101257450711383,0.0494060831633622,0,0.188,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HLA-E",1.4976,1.20602245062206e-11,2.00352872511277e-09,1,0.973,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TAT",-1.4955,5.75744602558235e-05,0.00112211229243473,0.241,0.705,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RBP1",1.4946,0.000137314231287023,0.00219156627227179,0.724,0.609,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TUBA1C",-1.4942,6.32868941009766e-07,2.40858412240299e-05,0.103,0.698,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MACO1",-1.4888,0.00015361630168402,0.00241338159308271,0.103,0.505,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PI4K2B",-1.4843,0.000949900566244892,0.0094772729516864,0.069,0.393,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AL513548.1",-1.4786,0.0103003725698996,0.0499091200539671,0,0.188,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PER1",1.4785,2.33252881561456e-05,0.000536883004485186,0.759,0.672,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MOGAT2",-1.4777,0.00950510003046304,0.0470811939586462,0.034,0.252,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MARCKS",1.4771,5.79911580642413e-05,0.00112603981502848,0.724,0.665,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PTGDS",1.4768,1.62963304729478e-08,9.85880894392321e-07,0.931,0.86,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ITIH1",-1.4756,3.8822899631874e-15,2.70880311698129e-12,0.793,0.987,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CFHR3",-1.4746,7.12521312094782e-09,4.60323953850864e-07,0.586,0.933,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ISLR",1.4744,0.000985524004720845,0.00973383415080257,0.586,0.43,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AHCY",-1.4727,9.27439421215355e-07,3.35867854063665e-05,0.241,0.802,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HSD17B12",-1.471,9.77436201843532e-05,0.00169665584365157,0.138,0.577,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HYOU1",-1.4701,0.000118248787255098,0.00195203755112279,0.172,0.61,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HACL1",-1.4685,0.00136760725335506,0.012217872911279,0.034,0.332,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PSMB2",-1.4675,4.62801715116386e-06,0.000136441767617129,0.276,0.77,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AIMP2",-1.4654,0.00174278667143944,0.0144992093030884,0.034,0.323,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IGLC3",1.4648,1.74615915440342e-08,1.04150077749703e-06,0.897,0.685,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LRRC59",-1.4639,2.34020978181163e-05,0.000537119201237731,0.103,0.583,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GNMT",-1.4609,0.000178262694307086,0.00270019780607685,0.207,0.629,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC2A2",-1.4606,1.38610382759315e-07,6.59407393617724e-06,0.379,0.916,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"F9",-1.455,1.85878156021615e-07,8.31367855094965e-06,0.379,0.866,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MTSS1",-1.4523,4.29136534913992e-05,0.000877215424689422,0.172,0.636,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC1A1",-1.4508,0.000755405460954137,0.00821837167811434,0.069,0.41,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ADIRF",1.4492,2.29406602575775e-08,1.33387194586559e-06,0.966,0.878,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SHD",-1.4485,0.00051662491998937,0.0062149384052974,0.034,0.369,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CDH1",-1.4475,0.00082036066863075,0.00873437920436361,0.103,0.448,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AKR1D1",-1.4453,0.00328756714210143,0.022444669086258,0.034,0.298,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PACSIN2",-1.4432,6.62309216405439e-05,0.00125574787298901,0.138,0.581,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC22A1",-1.4417,8.80079379320739e-05,0.00156382186485074,0.414,0.858,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"B3GAT3",1.4417,0.00838999740234949,0.0430439768691126,0.586,0.549,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TGFBR2",1.4404,0.000148307563540002,0.00233858036972258,0.69,0.608,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"OTC",-1.4379,0.000163203123254781,0.0025271070804169,0.103,0.513,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UBA5",-1.4352,0.000593670327790831,0.00692681566405667,0.034,0.364,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HSD11B1",-1.4349,0.000299751292626582,0.00407428185536338,0.379,0.795,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP11C",-1.4325,0.00114105719577565,0.0107902116365969,0.034,0.34,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RRM2B",-1.432,0.00251002930413596,0.0186444050369673,0.034,0.308,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"S100A6",1.4312,1.21701343967542e-10,1.3267981937128e-08,1,0.951,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NAA38",1.4312,0.00407706223997872,0.0262104013535733,0.759,0.895,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"C8B",-1.4301,6.43336422649903e-11,7.65204966651742e-09,0.724,0.961,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CEACAM1",-1.4301,8.38182745952213e-06,0.000224933862029125,0.103,0.592,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ESPN",-1.427,3.55866653427978e-05,0.000754716468649541,0.103,0.556,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PEX11A",-1.424,0.000884803758866204,0.00908769002972885,0.034,0.349,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CLSTN1",1.4226,0.00420333779528332,0.0267266909875062,0.586,0.558,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HMGCS2",-1.4213,6.454718477763e-11,7.65204966651742e-09,0.828,0.972,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"STRADB",-1.4203,0.000129437691313077,0.00209380970213703,0.103,0.515,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATRN",-1.4193,4.0896818995931e-05,0.000847576450715671,0.172,0.659,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FOSB",1.4188,0.000553314456549091,0.0065434905110088,0.655,0.496,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
